"0","['长沙市雅礼中学', '雅礼中学', '长沙雅礼中学', '湖南长沙市雅礼中学', '湖南省长沙市雅礼中学', '湖南省长沙雅礼中学']","{'NOIP提高': {'2016': [35, 14, 6], '2017': [52, 30, 1], '2010': [22, 0, 0], '2011': [15, 0, 0], '2012': [24, 0, 0], '2013': [14, 11, 0], '2014': [23, 15, 0], '2015': [14, 16, 0]}, 'CTSC': {'2016': [0, 5, 2], '2017': [3, 3, 10], '2018': [5, 7, 12], '2010': [2, 4, 1], '2011': [1, 5, 3], '2012': [1, 3, 2], '2014': [1, 2, 4], '2015': [2, 1, 2]}, 'NOID类': {'2016': [1, 3, 1], '2017': [1, 1, 2], '2018': [0, 1, 5], '2010': [0, 2, 0], '2012': [1, 2, 1], '2015': [0, 2, 3]}, 'APIO': {'2016': [2, 6, 2], '2017': [1, 5, 4], '2018': [4, 7, 11], '2010': [4, 2, 3], '2011': [3, 5, 7], '2012': [5, 2, 0], '2013': [1, 1, 2], '2014': [2, 0, 0], '2015': [3, 1, 7]}, 'NOI': {'2016': [4, 1, 1], '2017': [2, 3, 2], '2018': [4, 7, 2], '2009': [1, 2, 0], '2010': [2, 3, 0], '2011': [3, 2, 0], '2012': [1, 3, 0], '2013': [2, 2, 3], '2014': [3, 0, 1], '2015': [2, 1, 3]}, 'NOIP普及': {'2016': [0, 1, 0]}, 'WC': {'2016': [3, 5, 1], '2017': [1, 5, 1], '2018': [3, 10, 8], '2015': [4, 1, 4]}}","49371","A+","湖南","长沙市","1"
"1","['绍兴市第一中学', '绍兴一中', '浙江省绍兴市第一中学', '浙江绍兴市第一中学', '浙江省绍兴一中', '浙江绍兴一中']","{'NOIP提高': {'2016': [35, 13, 1], '2017': [35, 11, 1], '2010': [18, 0, 0], '2011': [11, 0, 0], '2012': [41, 0, 0], '2013': [17, 13, 0], '2014': [26, 14, 0], '2015': [29, 16, 0]}, 'CTSC': {'2016': [2, 1, 1], '2017': [1, 6, 4], '2018': [4, 3, 1], '2010': [1, 1, 2], '2011': [0, 6, 0], '2012': [0, 2, 2], '2013': [1, 0, 1], '2014': [1, 1, 3], '2015': [3, 4, 3]}, 'NOID类': {'2016': [0, 2, 1], '2017': [1, 2, 5], '2018': [0, 2, 2], '2010': [0, 0, 3], '2011': [1, 1, 0], '2012': [0, 0, 2], '2013': [0, 0, 1], '2015': [1, 0, 0]}, 'APIO': {'2016': [2, 4, 0], '2017': [4, 5, 3], '2018': [3, 5, 2], '2010': [4, 2, 0], '2011': [3, 1, 5], '2012': [2, 3, 1], '2013': [3, 0, 2], '2014': [0, 0, 1], '2015': [4, 2, 1]}, 'NOI': {'2016': [5, 2, 1], '2017': [3, 5, 4], '2018': [2, 2, 0], '2009': [2, 0, 0], '2010': [2, 2, 1], '2011': [3, 1, 1], '2012': [0, 3, 2], '2013': [3, 2, 0], '2014': [4, 1, 0], '2015': [4, 2, 0]}, 'WC': {'2016': [4, 2, 5], '2017': [3, 5, 10], '2018': [3, 4, 2], '2015': [1, 6, 5]}}","46369","A+","浙江","绍兴市","2"
"2","['浙江省杭州学军中学', '杭州学军中学', '浙江杭州学军中学', '浙江省杭州市学军中学', '学军中学']","{'NOIP提高': {'2016': [20, 8, 5], '2017': [35, 9, 2], '2010': [9, 0, 0], '2011': [12, 0, 0], '2012': [29, 0, 0], '2013': [24, 13, 0], '2014': [15, 13, 0], '2015': [17, 12, 0]}, 'CTSC': {'2016': [2, 2, 3], '2017': [2, 4, 3], '2018': [7, 9, 6], '2010': [2, 0, 1], '2011': [1, 2, 1], '2012': [1, 4, 1], '2013': [0, 2, 1], '2014': [1, 2, 0], '2015': [4, 2, 4]}, 'NOID类': {'2016': [0, 1, 1], '2017': [0, 1, 1], '2018': [2, 1, 0], '2011': [0, 0, 1], '2012': [2, 0, 1], '2013': [0, 2, 1], '2014': [1, 0, 3], '2015': [0, 1, 5]}, 'APIO': {'2016': [4, 2, 1], '2017': [2, 0, 0], '2018': [6, 9, 9], '2010': [1, 2, 1], '2011': [1, 1, 3], '2012': [2, 1, 4], '2013': [2, 4, 1], '2014': [2, 0, 0], '2015': [5, 2, 3]}, 'NOI': {'2016': [2, 1, 0], '2017': [3, 0, 0], '2018': [2, 1, 0], '2009': [2, 1, 0], '2010': [1, 1, 2], '2011': [1, 1, 2], '2012': [2, 3, 0], '2013': [4, 0, 2], '2014': [2, 3, 0], '2015': [5, 3, 3]}, 'WC': {'2016': [2, 3, 4], '2017': [2, 2, 0], '2018': [3, 5, 2], '2015': [3, 6, 7]}}","44116","A+","浙江","杭州市","3"
"3","['中山市中山纪念中学', '中山纪念中学', '广东中山市中山纪念中学', '广东省中山纪念中学']","{'NOIP提高': {'2016': [45, 11, 6], '2017': [63, 11, 8], '2010': [17, 0, 0], '2011': [17, 0, 0], '2012': [32, 0, 0], '2013': [13, 9, 0], '2014': [18, 12, 0], '2015': [29, 25, 0]}, 'CTSC': {'2017': [0, 9, 3], '2018': [4, 3, 3], '2013': [1, 0, 0], '2014': [0, 2, 2], '2015': [0, 3, 0]}, 'NOID类': {'2016': [1, 3, 0], '2017': [0, 1, 1], '2018': [0, 2, 1], '2010': [0, 0, 2], '2012': [1, 0, 0], '2013': [2, 0, 0], '2014': [0, 2, 0], '2015': [1, 2, 0]}, 'APIO': {'2016': [1, 6, 3], '2017': [1, 5, 6], '2018': [1, 5, 3], '2010': [0, 2, 0], '2011': [1, 0, 0], '2012': [3, 1, 1], '2013': [1, 0, 0]}, 'NOI': {'2016': [2, 2, 1], '2017': [0, 5, 2], '2018': [3, 1, 0], '2009': [0, 0, 1], '2010': [1, 0, 1], '2011': [1, 1, 2], '2012': [0, 3, 2], '2013': [2, 1, 1], '2014': [4, 1, 0], '2015': [2, 3, 1]}, 'NOIP普及': {'2016': [30, 25, 3], '2017': [26, 8, 2], '2013': [21, 6, 0], '2014': [14, 10, 0], '2015': [25, 17, 0]}, 'WC': {'2016': [4, 3, 6], '2017': [3, 3, 3], '2018': [2, 6, 3], '2015': [2, 1, 2]}}","39470","A","广东","中山市","4"
"4","['安徽师范大学附属中学', '安徽师大附中', '安师大附中', '芜湖安师大附中']","{'NOIP提高': {'2016': [30, 20, 2], '2017': [40, 17, 2], '2010': [21, 0, 0], '2011': [6, 0, 0], '2012': [39, 0, 0], '2013': [19, 12, 0], '2014': [30, 16, 0], '2015': [37, 15, 0]}, 'CTSC': {'2016': [2, 5, 1], '2017': [5, 4, 4], '2018': [5, 5, 4], '2011': [1, 1, 0], '2014': [2, 0, 0], '2015': [2, 1, 1]}, 'NOID类': {'2016': [0, 4, 0], '2017': [0, 3, 1], '2018': [1, 1, 2], '2010': [0, 1, 0], '2012': [0, 1, 1], '2015': [0, 1, 0]}, 'APIO': {'2016': [2, 4, 4], '2017': [4, 1, 6], '2018': [2, 6, 4], '2010': [1, 1, 2], '2011': [1, 1, 1], '2012': [2, 0, 0], '2013': [0, 3, 1], '2014': [1, 2, 2], '2015': [3, 2, 3]}, 'NOI': {'2016': [5, 0, 1], '2017': [3, 1, 1], '2018': [1, 2, 2], '2010': [0, 1, 1], '2011': [1, 2, 1], '2013': [2, 1, 2], '2014': [1, 1, 2], '2015': [3, 2, 1]}, 'WC': {'2016': [3, 4, 3], '2017': [1, 5, 6], '2018': [4, 3, 2], '2015': [2, 2, 3]}}","37009","A","安徽","芜湖市","5"
"5","['长沙市长郡中学', '湖南省长沙市长郡中学', '长郡中学', '湖南长沙市长郡中学', '湖南省长沙长郡中学']","{'NOIP提高': {'2016': [32, 22, 16], '2017': [32, 31, 1], '2010': [19, 0, 0], '2011': [17, 0, 0], '2012': [37, 0, 0], '2013': [24, 17, 0], '2014': [17, 19, 0], '2015': [19, 27, 0]}, 'CTSC': {'2016': [1, 2, 8], '2017': [3, 3, 7], '2018': [2, 6, 8], '2010': [1, 1, 0], '2011': [2, 2, 2], '2012': [1, 1, 2], '2013': [0, 0, 4], '2014': [2, 0, 5], '2015': [0, 5, 4]}, 'NOID类': {'2016': [0, 1, 2], '2017': [0, 3, 0], '2018': [1, 2, 0], '2010': [1, 1, 1], '2011': [0, 2, 2], '2012': [0, 1, 1], '2013': [1, 0, 0], '2014': [4, 2, 2], '2015': [0, 0, 3]}, 'APIO': {'2016': [3, 1, 7], '2017': [2, 8, 4], '2018': [1, 6, 10], '2010': [0, 1, 3], '2011': [0, 1, 0], '2012': [0, 0, 2], '2013': [0, 0, 3], '2014': [2, 2, 0], '2015': [2, 5, 2]}, 'NOI': {'2016': [0, 4, 1], '2017': [3, 1, 1], '2018': [3, 0, 1], '2009': [1, 0, 0], '2010': [0, 3, 1], '2011': [1, 2, 1], '2012': [2, 1, 1], '2013': [1, 2, 4], '2014': [1, 4, 1], '2015': [1, 1, 1]}, 'WC': {'2016': [2, 1, 5], '2017': [4, 3, 1], '2018': [1, 4, 4], '2015': [1, 1, 6]}}","36720","A","湖南","长沙市","6"
"7","['成都市第七中学', '四川省成都市第七中学', '成都七中', '四川成都市第七中学', '成都七中（林荫校区）', '成都七中林荫校区', '四川成都市第七中学林荫校区', '四川成都七中', '四川成都七中林荫校区', '四川省成都七中']","{'NOIP提高': {'2016': [23, 26, 8], '2017': [28, 25, 0], '2010': [12, 0, 0], '2011': [11, 0, 0], '2012': [24, 0, 0], '2013': [18, 27, 0], '2014': [22, 23, 0], '2015': [26, 27, 0]}, 'CTSC': {'2016': [3, 1, 3], '2017': [1, 6, 1], '2018': [3, 4, 4], '2010': [1, 2, 2], '2011': [0, 0, 3], '2012': [1, 0, 3], '2013': [0, 1, 3], '2014': [1, 3, 3], '2015': [2, 1, 5]}, 'NOID类': {'2016': [0, 2, 1], '2017': [0, 2, 0], '2018': [0, 3, 0], '2010': [2, 1, 2], '2011': [0, 1, 3], '2012': [0, 1, 1], '2014': [0, 1, 0], '2015': [0, 0, 2]}, 'APIO': {'2016': [4, 1, 3], '2017': [2, 4, 4], '2018': [6, 2, 4], '2010': [3, 4, 2], '2011': [1, 0, 6], '2012': [2, 3, 0], '2013': [1, 1, 4], '2014': [1, 3, 1], '2015': [3, 4, 3]}, 'NOI': {'2016': [2, 3, 0], '2017': [1, 2, 1], '2018': [3, 1, 1], '2009': [0, 1, 1], '2010': [0, 2, 0], '2011': [0, 1, 3], '2012': [2, 2, 1], '2013': [1, 2, 6], '2014': [1, 4, 1], '2015': [1, 2, 3]}, 'NOIP普及': {'2014': [2, 2, 0]}, 'WC': {'2016': [2, 6, 3], '2017': [1, 3, 2], '2018': [1, 1, 5], '2015': [1, 3, 1]}}","34267","A","四川","成都市","7"
"6","['南京外国语学校', '江苏南京外国语学校', '江苏省南京外国语学校']","{'NOIP提高': {'2016': [26, 7, 8], '2017': [31, 11, 10], '2010': [10, 0, 0], '2011': [8, 0, 0], '2012': [27, 0, 0], '2013': [15, 16, 0], '2014': [16, 22, 0], '2015': [20, 16, 0]}, 'CTSC': {'2016': [2, 6, 0], '2017': [2, 2, 1], '2018': [5, 2, 3], '2010': [0, 1, 0], '2012': [1, 1, 1], '2013': [1, 0, 1], '2014': [0, 1, 0], '2015': [1, 0, 1]}, 'NOID类': {'2016': [0, 2, 2], '2017': [0, 0, 1], '2018': [0, 2, 0], '2012': [0, 0, 2], '2013': [0, 0, 1], '2014': [0, 2, 0]}, 'APIO': {'2016': [4, 0, 0], '2017': [4, 2, 1], '2018': [2, 6, 4], '2010': [3, 1, 0], '2011': [1, 1, 0], '2012': [2, 1, 0], '2013': [0, 0, 1], '2014': [0, 1, 0], '2015': [1, 1, 1]}, 'NOI': {'2016': [5, 2, 0], '2017': [3, 3, 1], '2018': [5, 1, 1], '2009': [1, 1, 0], '2010': [3, 0, 1], '2011': [1, 0, 0], '2012': [3, 1, 1], '2013': [1, 1, 1], '2014': [1, 0, 0], '2015': [0, 2, 2]}, 'NOIP普及': {'2016': [24, 23, 6], '2017': [23, 12, 23], '2013': [20, 14, 0], '2014': [14, 15, 0], '2015': [10, 19, 0]}, 'WC': {'2016': [2, 4, 0], '2017': [2, 0, 2], '2018': [4, 0, 4], '2015': [0, 1, 0]}}","34255","A","江苏","南京市","8"
"8","['江苏省常州高级中学', '江苏省常州市高级中学']","{'NOIP提高': {'2016': [34, 11, 11], '2017': [30, 6, 7], '2010': [15, 0, 0], '2011': [12, 0, 0], '2012': [28, 0, 0], '2013': [16, 10, 0], '2014': [21, 16, 0], '2015': [19, 24, 0]}, 'CTSC': {'2016': [1, 1, 2], '2017': [2, 2, 2], '2018': [1, 8, 2], '2010': [0, 1, 1], '2011': [1, 1, 1], '2012': [1, 1, 1], '2014': [0, 1, 1], '2015': [2, 2, 2]}, 'NOID类': {'2016': [0, 2, 2], '2017': [1, 1, 1], '2018': [0, 2, 1], '2010': [0, 1, 3], '2011': [0, 0, 2], '2013': [0, 1, 0], '2014': [0, 2, 0], '2015': [1, 1, 1]}, 'APIO': {'2016': [2, 2, 5], '2017': [4, 2, 3], '2018': [4, 5, 2], '2010': [2, 3, 7], '2011': [2, 5, 2], '2012': [1, 3, 5], '2013': [0, 3, 1], '2014': [0, 0, 2], '2015': [3, 6, 2]}, 'NOI': {'2016': [2, 3, 0], '2017': [2, 1, 1], '2018': [4, 0, 0], '2009': [1, 0, 1], '2010': [1, 3, 2], '2011': [2, 1, 6], '2012': [1, 2, 6], '2013': [2, 1, 2], '2014': [2, 2, 2], '2015': [2, 3, 1]}, 'WC': {'2016': [2, 2, 3], '2017': [1, 2, 4], '2018': [1, 3, 2], '2015': [1, 2, 4]}}","33323","A","江苏","常州市","9"
"9","['杭州第二中学', '浙江省杭州第二中学', '浙江杭州第二中学', '杭州二中', '杭二中']","{'NOIP提高': {'2016': [20, 9, 3], '2017': [32, 8, 2], '2010': [4, 0, 0], '2011': [3, 0, 0], '2012': [10, 0, 0], '2013': [6, 8, 0], '2014': [7, 10, 0], '2015': [5, 8, 0]}, 'CTSC': {'2016': [1, 2, 1], '2017': [3, 5, 3], '2010': [0, 0, 1], '2018': [1, 2, 1], '2014': [1, 0, 1]}, 'NOID类': {'2017': [0, 1, 0], '2010': [0, 0, 1], '2018': [0, 1, 0], '2014': [0, 1, 0]}, 'APIO': {'2016': [1, 1, 2], '2017': [3, 5, 1], '2018': [1, 1, 1], '2010': [0, 0, 1], '2014': [0, 1, 0], '2015': [1, 0, 1]}, 'NOI': {'2016': [1, 3, 0], '2017': [4, 1, 0], '2018': [3, 0, 0], '2009': [1, 0, 0], '2012': [1, 0, 1], '2014': [2, 0, 0]}, 'WC': {'2016': [1, 0, 3], '2017': [3, 2, 3], '2018': [1, 6, 2], '2015': [1, 0, 2]}}","22712","A","浙江","杭州市","10"
"10","['北京师范大学附属实验中学', '北京师范大学附属实验中学分校', '北师大实验中学']","{'NOIP提高': {'2016': [32, 27, 5], '2017': [35, 13, 9], '2010': [10, 0, 0], '2011': [4, 0, 0], '2012': [13, 0, 0], '2013': [13, 11, 0], '2014': [15, 15, 0], '2015': [16, 21, 0]}, 'CTSC': {'2016': [1, 4, 2], '2017': [0, 3, 5], '2018': [0, 5, 5], '2014': [0, 1, 0], '2015': [1, 0, 1]}, 'NOID类': {'2016': [0, 1, 0], '2017': [0, 1, 1], '2018': [0, 0, 2]}, 'APIO': {'2016': [1, 6, 2], '2017': [0, 3, 7], '2018': [2, 2, 8], '2014': [1, 2, 2], '2015': [2, 1, 2]}, 'NOI': {'2016': [2, 2, 1], '2017': [1, 3, 1], '2018': [1, 2, 2], '2012': [0, 1, 1], '2013': [0, 1, 2], '2014': [1, 3, 1], '2015': [0, 1, 2]}, 'NOIP普及': {'2016': [23, 26, 11], '2017': [18, 27, 7], '2013': [19, 7, 0], '2014': [2, 13, 0], '2015': [18, 11, 0]}, 'WC': {'2017': [0, 2, 6], '2018': [1, 3, 1]}}","21883","A","北京","西城区","11"
"11","['四川省绵阳南山中学', '绵阳南山中学', '绵阳市南山中学']","{'NOIP提高': {'2016': [23, 15, 7], '2017': [16, 14, 2], '2010': [14, 0, 0], '2011': [14, 0, 0], '2012': [24, 0, 0], '2013': [12, 13, 0], '2014': [17, 19, 0], '2015': [22, 9, 0]}, 'CTSC': {'2016': [0, 0, 1], '2010': [0, 1, 0], '2011': [0, 0, 1], '2012': [1, 1, 0], '2015': [0, 1, 0]}, 'NOID类': {'2017': [0, 0, 1], '2010': [0, 0, 2], '2011': [1, 1, 0], '2012': [0, 0, 2], '2018': [0, 0, 1]}, 'APIO': {'2016': [0, 2, 7], '2018': [0, 1, 1], '2010': [1, 3, 0], '2011': [0, 2, 2], '2012': [0, 2, 1], '2013': [0, 2, 0], '2014': [1, 0, 1], '2015': [1, 0, 2]}, 'NOI': {'2016': [4, 4, 6], '2017': [2, 4, 1], '2018': [0, 2, 1], '2009': [0, 0, 3], '2010': [1, 1, 1], '2011': [0, 2, 2], '2012': [1, 0, 2], '2013': [2, 1, 3], '2014': [4, 0, 0], '2015': [1, 4, 2]}, 'WC': {'2016': [0, 7, 6], '2017': [0, 2, 4], '2018': [0, 1, 1], '2015': [0, 1, 1]}}","20051","A","四川","绵阳市","12"
"12","['福建省福州第一中学', '福州第一中学', '福州一中', '福州市第一中学', '福建省福州一中']","{'NOIP提高': {'2016': [17, 15, 8], '2017': [24, 20, 9], '2010': [15, 0, 0], '2011': [12, 0, 0], '2012': [14, 0, 0], '2013': [18, 10, 0], '2014': [9, 10, 0], '2015': [7, 12, 0]}, 'CTSC': {'2016': [2, 1, 2], '2017': [1, 2, 1], '2018': [0, 4, 1], '2010': [1, 1, 1], '2011': [1, 0, 1], '2012': [0, 1, 0], '2013': [0, 0, 3], '2014': [1, 1, 1], '2015': [1, 1, 2]}, 'NOID类': {'2016': [0, 0, 1], '2010': [0, 0, 1], '2018': [0, 1, 0]}, 'APIO': {'2016': [1, 2, 2], '2017': [3, 0, 1], '2018': [1, 3, 0], '2010': [3, 1, 2], '2011': [1, 2, 3], '2012': [0, 2, 1], '2013': [0, 1, 2], '2014': [0, 1, 0], '2015': [1, 3, 0]}, 'NOI': {'2016': [2, 1, 0], '2017': [0, 2, 1], '2018': [1, 2, 0], '2009': [1, 1, 1], '2010': [0, 3, 0], '2011': [1, 1, 2], '2012': [0, 1, 1], '2013': [1, 2, 1], '2014': [1, 1, 1], '2015': [1, 1, 1]}, 'NOIP普及': {'2016': [0, 1, 1], '2017': [1, 0, 0], '2014': [1, 1, 0], '2015': [0, 2, 0]}, 'WC': {'2016': [2, 3, 1], '2017': [1, 1, 4], '2018': [1, 2, 0], '2015': [2, 1, 1]}}","19461","A","福建","福州市","13"
"14","['长沙市第一中学', '湖南省长沙市第一中学', '长沙市一中', '湖南省长沙市一中', '湖南长沙市第一中学']","{'NOIP提高': {'2016': [16, 15, 3], '2017': [20, 20, 1], '2010': [4, 0, 0], '2011': [14, 0, 0], '2012': [14, 0, 0], '2013': [19, 7, 0], '2014': [15, 16, 0], '2015': [19, 19, 0]}, 'CTSC': {'2016': [0, 1, 4], '2017': [1, 3, 5], '2018': [2, 1, 10], '2010': [0, 1, 0], '2012': [0, 0, 1], '2014': [0, 1, 1], '2015': [0, 0, 5]}, 'NOID类': {'2016': [0, 1, 2], '2017': [0, 2, 0], '2018': [0, 0, 1], '2010': [0, 0, 1], '2011': [0, 1, 0], '2012': [0, 1, 0], '2014': [0, 2, 1], '2015': [0, 1, 1]}, 'APIO': {'2016': [0, 0, 1], '2017': [2, 2, 3], '2018': [2, 3, 11], '2010': [1, 0, 1], '2011': [0, 2, 1], '2012': [0, 1, 1], '2013': [0, 1, 3], '2014': [1, 0, 0], '2015': [0, 1, 2]}, 'NOI': {'2016': [0, 3, 0], '2017': [2, 3, 0], '2018': [0, 4, 0], '2009': [0, 0, 1], '2010': [0, 1, 0], '2011': [1, 2, 0], '2012': [0, 1, 0], '2013': [0, 0, 2], '2014': [1, 1, 2], '2015': [0, 1, 0]}, 'WC': {'2016': [2, 2, 3], '2017': [1, 3, 2], '2018': [1, 2, 3], '2015': [0, 1, 1]}}","18790","A","湖南","长沙市","14"
"13","['广州市第二中学', '广东省广州市第二中学', '广州二中']","{'NOIP提高': {'2016': [14, 2, 1], '2017': [19, 3, 0], '2010': [7, 0, 0], '2011': [2, 0, 0], '2012': [8, 0, 0], '2013': [13, 1, 0], '2014': [7, 5, 0], '2015': [6, 5, 0]}, 'CTSC': {'2010': [1, 0, 0], '2018': [3, 3, 0]}, 'WC': {'2016': [0, 3, 2], '2017': [3, 1, 0], '2018': [3, 1, 3], '2015': [0, 1, 1]}, 'APIO': {'2010': [0, 0, 1], '2012': [1, 0, 0], '2018': [3, 0, 0]}, 'NOI': {'2016': [0, 1, 0], '2017': [1, 1, 0], '2018': [5, 1, 0], '2010': [0, 1, 0], '2011': [0, 0, 1], '2013': [1, 1, 2], '2014': [1, 0, 0], '2015': [0, 2, 1]}, 'NOIP普及': {'2016': [19, 11, 5], '2017': [24, 10, 5], '2013': [3, 7, 0], '2014': [7, 4, 0], '2015': [21, 16, 0]}, 'NOID类': {'2016': [0, 0, 1], '2017': [1, 0, 0], '2018': [0, 1, 0]}}","18529","A","广东","广州市","15"
"15","['余姚中学', '浙江省余姚中学', '浙江余姚中学']","{'NOIP提高': {'2016': [21, 10, 3], '2017': [24, 13, 4], '2010': [1, 0, 0], '2011': [3, 0, 0], '2012': [14, 0, 0], '2013': [8, 16, 0], '2014': [2, 0, 0], '2015': [11, 14, 0]}, 'CTSC': {'2016': [0, 2, 3], '2017': [1, 2, 1], '2018': [2, 4, 8], '2011': [0, 0, 1], '2014': [0, 0, 2], '2015': [0, 1, 1]}, 'NOID类': {'2016': [0, 1, 2], '2017': [0, 1, 1], '2018': [0, 0, 1], '2010': [0, 0, 1], '2011': [0, 0, 2], '2013': [0, 0, 1], '2014': [1, 2, 0]}, 'APIO': {'2016': [1, 3, 2], '2017': [2, 1, 1], '2018': [3, 2, 6], '2010': [0, 1, 1], '2011': [0, 1, 1], '2013': [0, 0, 1], '2014': [0, 1, 0], '2015': [1, 1, 0]}, 'NOI': {'2016': [1, 0, 1], '2017': [1, 0, 0], '2018': [1, 0, 0], '2014': [0, 1, 0]}, 'WC': {'2016': [1, 2, 0], '2017': [1, 5, 1], '2018': [1, 2, 4], '2015': [1, 0, 0]}}","17268","A","浙江","宁波市","16"
